Time,Datapoint
2013-08-28 0:4:0.72999999999998977,66.6667
2013-08-28 0:4:1.6299999999999955,65.2174
2013-08-28 0:4:2.5500000000000114,63.8298
2013-08-28 0:4:3.4900000000000091,62.5
2013-08-28 0:4:4.4499999999999886,64.5161
2013-08-28 0:4:5.3799999999999955,61.8557
2013-08-28 0:4:6.3499999999999943,61.8557
2013-08-28 0:4:7.3199999999999932,62.5
2013-08-28 0:4:8.2800000000000011,63.8298
2013-08-28 0:4:9.2199999999999989,63.8298
2013-08-28 0:4:10.159999999999997,61.8557
2013-08-28 0:4:11.129999999999995,62.5
2013-08-28 0:4:12.090000000000003,64.5161
2013-08-28 0:4:13.02000000000001,64.5161
2013-08-28 0:4:13.949999999999989,63.8298
2013-08-28 0:4:14.889999999999986,64.5161
2013-08-28 0:4:15.819999999999993,65.2174
2013-08-28 0:4:16.740000000000009,63.1579
2013-08-28 0:4:17.689999999999998,61.2245
2013-08-28 0:4:18.670000000000016,62.5
2013-08-28 0:4:19.629999999999995,61.8557
2013-08-28 0:4:20.600000000000023,59.4059
2013-08-28 0:4:21.610000000000014,58.2524
2013-08-28 0:4:22.639999999999986,59.4059
2013-08-28 0:4:23.649999999999977,60
2013-08-28 0:4:24.649999999999977,59.4059
2013-08-28 0:4:25.660000000000025,59.4059
2013-08-28 0:4:26.670000000000016,60.6061
2013-08-28 0:4:27.660000000000025,61.2245
2013-08-28 0:4:28.639999999999986,60.6061
2013-08-28 0:4:29.629999999999995,60
2013-08-28 0:4:30.629999999999995,60.6061
2013-08-28 0:4:31.620000000000005,61.8557
2013-08-28 0:4:32.589999999999975,61.2245
2013-08-28 0:4:33.569999999999993,61.2245
2013-08-28 0:4:34.550000000000011,62.5
2013-08-28 0:4:35.509999999999991,62.5
2013-08-28 0:4:36.470000000000027,61.8557
2013-08-28 0:4:37.439999999999998,62.5
2013-08-28 0:4:38.399999999999977,64.5161
2013-08-28 0:4:39.329999999999984,62.5
2013-08-28 0:4:40.29000000000002,62.5
2013-08-28 0:4:41.25,65.2174
2013-08-28 0:4:42.170000000000016,64.5161
2013-08-28 0:4:43.100000000000023,65.2174
2013-08-28 0:4:44.019999999999982,65.2174
2013-08-28 0:4:44.939999999999998,64.5161
2013-08-28 0:4:45.870000000000005,67.4157
2013-08-28 0:4:46.759999999999991,69.7674
2013-08-28 0:4:47.620000000000005,68.9655
2013-08-28 0:4:48.490000000000009,68.1818
2013-08-28 0:4:49.370000000000005,68.9655
2013-08-28 0:4:50.240000000000009,68.9655
2013-08-28 0:4:51.110000000000014,68.9655
2013-08-28 0:4:51.980000000000018,68.9655
2013-08-28 0:4:52.850000000000023,67.4157
2013-08-28 0:4:53.740000000000009,66.6667
2013-08-28 0:4:54.639999999999986,67.4157
2013-08-28 0:4:55.529999999999973,67.4157
2013-08-28 0:4:56.420000000000016,66.6667
2013-08-28 0:4:57.319999999999993,64.5161
2013-08-28 0:4:58.25,65.2174
2013-08-28 0:4:59.170000000000016,63.1579
2013-08-28 0:5:0.12000000000000455,61.8557
2013-08-28 0:5:1.089999999999975,62.5
2013-08-28 0:5:2.0500000000000114,60.6061
2013-08-28 0:5:3.0400000000000205,59.4059
2013-08-28 0:5:4.0500000000000114,60
2013-08-28 0:5:5.0500000000000114,60
2013-08-28 0:5:6.0500000000000114,63.8298
2013-08-28 0:5:6.9900000000000091,63.8298
2013-08-28 0:5:7.9300000000000068,65.9341
2013-08-28 0:5:8.839999999999975,65.2174
2013-08-28 0:5:9.7599999999999909,64.5161
2013-08-28 0:5:10.689999999999998,63.8298
2013-08-28 0:5:11.629999999999995,65.2174
2013-08-28 0:5:12.550000000000011,66.6667
2013-08-28 0:5:13.449999999999989,63.1579
2013-08-28 0:5:14.399999999999977,61.2245
2013-08-28 0:5:15.379999999999995,65.9341
2013-08-28 0:5:16.29000000000002,67.4157
2013-08-28 0:5:17.180000000000007,68.1818
2013-08-28 0:5:18.060000000000002,70.5882
2013-08-28 0:5:18.910000000000025,70.5882
2013-08-28 0:5:19.759999999999991,71.4286
2013-08-28 0:5:20.600000000000023,71.4286
2013-08-28 0:5:21.439999999999998,72.2892
2013-08-28 0:5:22.269999999999982,70.5882
2013-08-28 0:5:23.120000000000005,70.5882
2013-08-28 0:5:23.970000000000027,71.4286
2013-08-28 0:5:24.810000000000002,71.4286
2013-08-28 0:5:25.649999999999977,73.1707
2013-08-28 0:5:26.470000000000027,73.1707
2013-08-28 0:5:27.29000000000002,70.5882
2013-08-28 0:5:28.139999999999986,69.7674
2013-08-28 0:5:29.0,68.9655
2013-08-28 0:5:29.870000000000005,65.9341
2013-08-28 0:5:30.779999999999973,64.5161
2013-08-28 0:5:31.70999999999998,61.2245
2013-08-28 0:5:32.689999999999998,62.5
2013-08-28 0:5:33.649999999999977,60.6061
2013-08-28 0:5:34.639999999999986,61.2245
2013-08-28 0:5:35.620000000000005,64.5161
2013-08-28 0:5:36.550000000000011,64.5161
2013-08-28 0:5:37.480000000000018,63.8298
2013-08-28 0:5:38.420000000000016,63.1579
2013-08-28 0:5:39.370000000000005,63.8298
2013-08-28 0:5:40.310000000000002,64.5161
2013-08-28 0:5:41.240000000000009,61.8557
2013-08-28 0:5:42.20999999999998,60
2013-08-28 0:5:43.20999999999998,60.6061
2013-08-28 0:5:44.199999999999989,61.8557
2013-08-28 0:5:45.170000000000016,60.6061
2013-08-28 0:5:46.160000000000025,61.8557
2013-08-28 0:5:47.129999999999995,63.1579
2013-08-28 0:5:48.079999999999984,63.1579
2013-08-28 0:5:49.029999999999973,61.8557
2013-08-28 0:5:50.0,63.8298
2013-08-28 0:5:50.939999999999998,61.8557
2013-08-28 0:5:51.910000000000025,60
2013-08-28 0:5:52.910000000000025,60
2013-08-28 0:5:53.910000000000025,60
2013-08-28 0:5:54.910000000000025,58.2524
2013-08-28 0:5:55.939999999999998,58.2524
2013-08-28 0:5:56.970000000000027,59.4059
2013-08-28 0:5:57.980000000000018,58.2524
2013-08-28 0:5:59.009999999999991,60
2013-08-28 0:6:0.0099999999999909051,62.5
2013-08-28 0:6:0.97000000000002728,64.5161
2013-08-28 0:6:1.8999999999999773,65.9341
2013-08-28 0:6:2.8100000000000023,63.8298
2013-08-28 0:6:3.75,63.1579
2013-08-28 0:6:4.6999999999999886,63.8298
2013-08-28 0:6:5.6399999999999864,60.6061
2013-08-28 0:6:6.6299999999999955,62.5
2013-08-28 0:6:7.589999999999975,62.5
2013-08-28 0:6:8.5500000000000114,60
2013-08-28 0:6:9.5500000000000114,60
2013-08-28 0:6:10.550000000000011,63.1579
2013-08-28 0:6:11.5,62.5
2013-08-28 0:6:12.45999999999998,61.2245
2013-08-28 0:6:13.439999999999998,64.5161
2013-08-28 0:6:14.370000000000005,63.8298
2013-08-28 0:6:15.310000000000002,65.9341
2013-08-28 0:6:18.930000000000007,68.1818
2013-08-28 0:6:24.009999999999991,73.1707
2013-08-28 0:6:24.829999999999984,73.1707
2013-08-28 0:6:25.649999999999977,74.0741
2013-08-28 0:6:26.45999999999998,75
2013-08-28 0:6:27.259999999999991,74.0741
2013-08-28 0:6:28.069999999999993,73.1707
2013-08-28 0:6:28.889999999999986,71.4286
2013-08-28 0:6:29.730000000000018,71.4286
2013-08-28 0:6:30.569999999999993,66.6667
2013-08-28 0:6:31.470000000000027,65.2174
2013-08-28 0:6:32.389999999999986,64.5161
2013-08-28 0:6:33.319999999999993,64.5161
2013-08-28 0:6:34.25,62.5
2013-08-28 0:6:35.20999999999998,60.6061
2013-08-28 0:6:36.199999999999989,58.8235
2013-08-28 0:6:37.220000000000027,61.8557
2013-08-28 0:6:38.189999999999998,62.5
2013-08-28 0:6:39.149999999999977,62.5
2013-08-28 0:6:40.110000000000014,62.5
2013-08-28 0:6:41.069999999999993,63.8298
2013-08-28 0:6:42.009999999999991,61.2245
2013-08-28 0:6:42.990000000000009,61.2245
2013-08-28 0:6:43.970000000000027,61.2245
2013-08-28 0:6:44.949999999999989,62.5
2013-08-28 0:6:45.910000000000025,61.2245
2013-08-28 0:6:46.889999999999986,60
2013-08-28 0:6:47.889999999999986,57.6923
2013-08-28 0:6:48.930000000000007,60
2013-08-28 0:6:49.930000000000007,58.8235
2013-08-28 0:6:50.949999999999989,58.2524
2013-08-28 0:6:51.980000000000018,56.6038
2013-08-28 0:6:53.04000000000002,57.6923
2013-08-28 0:6:54.079999999999984,60
2013-08-28 0:6:55.079999999999984,58.8235
2013-08-28 0:6:56.100000000000023,58.2524
2013-08-28 0:6:57.129999999999995,60
2013-08-28 0:6:58.129999999999995,61.2245
2013-08-28 0:6:59.110000000000014,59.4059
2013-08-28 0:7:0.12000000000000455,58.2524
2013-08-28 0:7:1.1499999999999773,57.6923
2013-08-28 0:7:2.1899999999999977,59.4059
2013-08-28 0:7:3.1999999999999886,60.6061
2013-08-28 0:7:4.1899999999999977,58.2524
2013-08-28 0:7:5.2200000000000273,57.1429
2013-08-28 0:7:6.2699999999999818,58.2524
2013-08-28 0:7:7.3000000000000114,60.6061
2013-08-28 0:7:8.2900000000000205,60.6061
2013-08-28 0:7:9.2799999999999727,59.4059
2013-08-28 0:7:10.29000000000002,60.6061
2013-08-28 0:7:11.279999999999973,62.5
2013-08-28 0:7:12.240000000000009,61.8557
2013-08-28 0:7:13.20999999999998,58.8235
2013-08-28 0:7:14.230000000000018,57.1429
2013-08-28 0:7:15.279999999999973,58.2524
2013-08-28 0:7:16.310000000000002,60
2013-08-28 0:7:17.310000000000002,60.6061
2013-08-28 0:7:18.300000000000011,57.6923
2013-08-28 0:7:19.339999999999975,60
2013-08-28 0:7:20.339999999999975,60.6061
2013-08-28 0:7:21.329999999999984,60.6061
2013-08-28 0:7:22.319999999999993,58.2524
2013-08-28 0:7:23.350000000000023,56.0748
2013-08-28 0:7:24.420000000000016,56.6038
2013-08-28 0:7:25.480000000000018,58.8235
2013-08-28 0:7:26.5,58.8235
2013-08-28 0:7:27.519999999999982,57.6923
2013-08-28 0:7:28.560000000000002,57.1429
2013-08-28 0:7:29.610000000000014,59.4059
2013-08-28 0:7:30.620000000000005,60
2013-08-28 0:7:31.620000000000005,58.2524
2013-08-28 0:7:32.649999999999977,56.0748
2013-08-28 0:7:33.720000000000027,56.6038
2013-08-28 0:7:34.779999999999973,58.2524
2013-08-28 0:7:35.810000000000002,58.2524
2013-08-28 0:7:36.839999999999975,56.0748
2013-08-28 0:7:37.910000000000025,55.0459
2013-08-28 0:7:39.0,58.2524
2013-08-28 0:7:40.029999999999973,58.8235
2013-08-28 0:7:41.050000000000011,57.6923
2013-08-28 0:7:42.089999999999975,56.6038
2013-08-28 0:7:43.149999999999977,57.1429
2013-08-28 0:7:44.199999999999989,59.4059
2013-08-28 0:7:45.20999999999998,61.2245
2013-08-28 0:7:46.189999999999998,60.6061
2013-08-28 0:7:47.180000000000007,58.2524
2013-08-28 0:7:48.20999999999998,56.6038
2013-08-28 0:7:49.269999999999982,57.6923
2013-08-28 0:7:50.310000000000002,58.8235
2013-08-28 0:7:51.329999999999984,56.6038
2013-08-28 0:7:52.389999999999986,55.0459
2013-08-28 0:7:53.480000000000018,55.0459
2013-08-28 0:7:54.569999999999993,57.6923
2013-08-28 0:7:55.610000000000014,60
2013-08-28 0:7:56.610000000000014,58.8235
2013-08-28 0:7:57.629999999999995,58.2524
2013-08-28 0:7:58.660000000000025,59.4059
2013-08-28 0:7:59.670000000000016,60.6061
2013-08-28 0:8:0.66000000000002501,60.6061
2013-08-28 0:8:1.6499999999999773,58.8235
2013-08-28 0:8:2.6700000000000159,57.6923
2013-08-28 0:8:3.7099999999999795,58.2524
2013-08-28 0:8:4.7400000000000091,60
2013-08-28 0:8:5.7400000000000091,60
2013-08-28 0:8:6.7400000000000091,60
2013-08-28 0:8:7.7400000000000091,59.4059
2013-08-28 0:8:8.75,59.4059
2013-08-28 0:8:9.7599999999999909,60.6061
2013-08-28 0:8:10.75,59.4059
2013-08-28 0:8:11.759999999999991,57.6923
2013-08-28 0:8:12.800000000000011,56.0748
2013-08-28 0:8:13.870000000000005,55.0459
2013-08-28 0:8:14.95999999999998,56.0748
2013-08-28 0:8:16.029999999999973,57.6923
2013-08-28 0:8:17.069999999999993,60.6061
2013-08-28 0:8:18.060000000000002,59.4059
2013-08-28 0:8:19.069999999999993,59.4059
2013-08-28 0:8:20.079999999999984,60
2013-08-28 0:8:21.079999999999984,61.8557
2013-08-28 0:8:22.050000000000011,62.5
2013-08-28 0:8:23.009999999999991,60
2013-08-28 0:8:24.009999999999991,57.6923
2013-08-28 0:8:25.050000000000011,55.5556
2013-08-28 0:8:26.129999999999995,54.5455
2013-08-28 0:8:27.230000000000018,57.1429
2013-08-28 0:8:28.279999999999973,58.8235
2013-08-28 0:8:29.300000000000011,58.2524
2013-08-28 0:8:30.329999999999984,58.2524
2013-08-28 0:8:31.360000000000014,56.6038
2013-08-28 0:8:32.419999999999959,57.6923
2013-08-28 0:8:33.460000000000036,59.4059
2013-08-28 0:8:34.470000000000027,61.2245
2013-08-28 0:8:35.450000000000045,58.2524
2013-08-28 0:8:36.480000000000018,56.0748
2013-08-28 0:8:37.549999999999955,55.5556
2013-08-28 0:8:38.629999999999995,58.8235
2013-08-28 0:8:39.649999999999977,60
2013-08-28 0:8:40.649999999999977,58.2524
2013-08-28 0:8:41.67999999999995,57.1429
2013-08-28 0:8:42.730000000000018,58.2524
2013-08-28 0:8:43.759999999999991,60.6061
2013-08-28 0:8:44.75,60.6061
2013-08-28 0:8:45.740000000000009,58.2524
2013-08-28 0:8:46.769999999999982,57.1429
2013-08-28 0:8:47.82000000000005,57.1429
2013-08-28 0:8:48.870000000000005,56.6038
2013-08-28 0:8:49.92999999999995,55.0459
2013-08-28 0:8:51.019999999999982,54.0541
2013-08-28 0:8:52.129999999999995,54.5455
2013-08-28 0:8:53.230000000000018,56.0748
2013-08-28 0:8:54.299999999999955,57.6923
2013-08-28 0:8:55.340000000000032,60.6061
2013-08-28 0:8:56.330000000000041,60
2013-08-28 0:8:57.330000000000041,60
2013-08-28 0:8:58.330000000000041,59.4059
2013-08-28 0:8:59.340000000000032,59.4059
2013-08-28 0:9:0.35000000000002274,60
2013-08-28 0:9:1.3500000000000227,59.4059
2013-08-28 0:9:2.3600000000000136,57.6923
2013-08-28 0:9:3.3999999999999773,57.6923
2013-08-28 0:9:4.4400000000000546,57.1429
2013-08-28 0:9:5.4900000000000091,58.2524
2013-08-28 0:9:6.5199999999999818,60.6061
2013-08-28 0:9:7.5099999999999909,59.4059
2013-08-28 0:9:8.5199999999999818,58.2524
2013-08-28 0:9:9.5499999999999545,57.6923
2013-08-28 0:9:10.590000000000032,58.8235
2013-08-28 0:9:11.610000000000014,60
2013-08-28 0:9:12.610000000000014,59.4059
2013-08-28 0:9:13.620000000000005,57.6923
2013-08-28 0:9:14.659999999999968,56.6038
2013-08-28 0:9:15.720000000000027,57.6923
2013-08-28 0:9:16.759999999999991,60
2013-08-28 0:9:17.759999999999991,61.8557
2013-08-28 0:9:18.730000000000018,63.8298
2013-08-28 0:9:19.669999999999959,62.5
2013-08-28 0:9:20.629999999999995,61.2245
2013-08-28 0:9:21.610000000000014,58.2524
2013-08-28 0:9:22.639999999999986,60.6061
2013-08-28 0:9:23.629999999999995,60.6061
2013-08-28 0:9:24.620000000000005,57.1429
2013-08-28 0:9:25.669999999999959,55.0459
2013-08-28 0:9:26.759999999999991,55.0459
2013-08-28 0:9:27.850000000000023,58.8235
2013-08-28 0:9:28.870000000000005,60
2013-08-28 0:9:29.870000000000005,57.6923
2013-08-28 0:9:30.909999999999968,58.2524
2013-08-28 0:9:31.940000000000055,60
2013-08-28 0:9:32.940000000000055,61.8557
2013-08-28 0:9:33.909999999999968,58.8235
2013-08-28 0:9:34.92999999999995,58.2524
2013-08-28 0:9:35.960000000000036,58.2524
2013-08-28 0:9:36.990000000000009,57.1429
2013-08-28 0:9:38.039999999999964,57.6923
2013-08-28 0:9:39.080000000000041,58.8235
2013-08-28 0:9:40.100000000000023,59.4059
2013-08-28 0:9:41.110000000000014,59.4059
2013-08-28 0:9:42.120000000000005,58.2524
2013-08-28 0:9:43.149999999999977,56.6038
2013-08-28 0:9:44.210000000000036,57.6923
2013-08-28 0:9:45.25,59.4059
2013-08-28 0:9:46.259999999999991,57.6923
2013-08-28 0:9:47.299999999999955,57.6923
2013-08-28 0:9:48.340000000000032,56.6038
