Time,Datapoint
2013-08-28 0:1:13.75,80
2013-08-28 0:1:14.5,80
2013-08-28 0:1:15.25,78.9474
2013-08-28 0:1:16.010000000000005,80
2013-08-28 0:1:19.010000000000005,81.0811
2013-08-28 0:1:19.75,80
2013-08-28 0:1:20.5,78.9474
2013-08-28 0:1:21.260000000000005,78.9474
2013-08-28 0:1:22.019999999999996,80
2013-08-28 0:1:22.769999999999996,77.9221
2013-08-28 0:1:23.540000000000006,77.9221
2013-08-28 0:1:24.310000000000002,76.9231
2013-08-28 0:1:25.090000000000003,77.9221
2013-08-28 0:1:25.859999999999999,75.9494
2013-08-28 0:1:26.650000000000006,75.9494
2013-08-28 0:1:27.439999999999998,76.9231
2013-08-28 0:1:28.219999999999999,77.9221
2013-08-28 0:1:28.989999999999995,77.9221
2013-08-28 0:1:29.760000000000005,77.9221
2013-08-28 0:1:30.530000000000001,78.9474
2013-08-28 0:1:31.290000000000006,80
2013-08-28 0:1:32.040000000000006,78.9474
2013-08-28 0:1:32.799999999999997,80
2013-08-28 0:1:33.549999999999997,80
2013-08-28 0:1:34.299999999999997,80
2013-08-28 0:1:35.049999999999997,78.9474
2013-08-28 0:1:35.810000000000002,78.9474
2013-08-28 0:1:36.569999999999993,77.9221
2013-08-28 0:1:37.340000000000003,80
2013-08-28 0:1:38.090000000000003,78.9474
2013-08-28 0:1:38.849999999999994,78.9474
2013-08-28 0:1:39.609999999999999,78.9474
2013-08-28 0:1:40.370000000000005,80
2013-08-28 0:1:41.120000000000005,78.9474
2013-08-28 0:1:41.879999999999995,80
2013-08-28 0:1:42.629999999999995,80
2013-08-28 0:1:43.379999999999995,80
2013-08-28 0:1:44.129999999999995,80
2013-08-28 0:1:44.879999999999995,78.9474
2013-08-28 0:1:45.640000000000001,80
2013-08-28 0:1:46.390000000000001,80
2013-08-28 0:1:47.140000000000001,77.9221
2013-08-28 0:1:47.909999999999997,80
2013-08-28 0:1:48.659999999999997,80
2013-08-28 0:1:49.409999999999997,80
2013-08-28 0:1:50.159999999999997,80
2013-08-28 0:1:50.909999999999997,81.0811
2013-08-28 0:1:51.650000000000006,82.1918
2013-08-28 0:1:52.379999999999995,81.0811
2013-08-28 0:1:53.120000000000005,81.0811
2013-08-28 0:1:53.859999999999999,82.1918
2013-08-28 0:1:54.590000000000003,83.3333
2013-08-28 0:1:55.310000000000002,83.3333
2013-08-28 0:1:56.030000000000001,82.1918
2013-08-28 0:1:56.760000000000005,83.3333
2013-08-28 0:1:57.480000000000004,83.3333
2013-08-28 0:1:58.200000000000003,83.3333
2013-08-28 0:1:58.920000000000002,83.3333
2013-08-28 0:1:59.640000000000001,83.3333
2013-08-28 0:2:0.35999999999999943,84.507
2013-08-28 0:2:1.0699999999999932,82.1918
2013-08-28 0:2:1.7999999999999972,83.3333
2013-08-28 0:2:2.519999999999996,83.3333
2013-08-28 0:2:3.2399999999999949,82.1918
2013-08-28 0:2:3.9699999999999989,80
2013-08-28 0:2:4.7199999999999989,81.0811
2013-08-28 0:2:5.4599999999999937,81.0811
2013-08-28 0:2:6.2000000000000028,81.0811
2013-08-28 0:2:6.9399999999999977,81.0811
2013-08-28 0:2:7.6800000000000068,81.0811
2013-08-28 0:2:8.4199999999999875,83.3333
2013-08-28 0:2:9.1399999999999864,82.1918
2013-08-28 0:2:9.8700000000000045,83.3333
2013-08-28 0:2:10.590000000000003,83.3333
2013-08-28 0:2:11.310000000000002,83.3333
2013-08-28 0:2:12.030000000000001,82.1918
2013-08-28 0:2:12.759999999999991,82.1918
2013-08-28 0:2:13.490000000000009,81.0811
2013-08-28 0:2:14.22999999999999,83.3333
2013-08-28 0:2:14.949999999999989,81.0811
2013-08-28 0:2:15.689999999999998,82.1918
2013-08-28 0:2:16.419999999999987,82.1918
2013-08-28 0:2:17.150000000000006,82.1918
2013-08-28 0:2:17.879999999999995,82.1918
2013-08-28 0:2:18.610000000000014,83.3333
2013-08-28 0:2:19.330000000000013,83.3333
2013-08-28 0:2:20.050000000000011,83.3333
2013-08-28 0:2:20.77000000000001,83.3333
2013-08-28 0:2:21.490000000000009,84.507
2013-08-28 0:2:22.199999999999989,84.507
2013-08-28 0:2:22.909999999999997,83.3333
2013-08-28 0:2:23.629999999999995,82.1918
2013-08-28 0:2:24.360000000000014,84.507
2013-08-28 0:2:25.069999999999993,82.1918
2013-08-28 0:2:25.800000000000011,82.1918
2013-08-28 0:2:26.530000000000001,81.0811
2013-08-28 0:2:27.27000000000001,81.0811
2013-08-28 0:2:28.009999999999991,81.0811
2013-08-28 0:2:28.75,80
2013-08-28 0:2:29.5,81.0811
2013-08-28 0:2:30.240000000000009,80
2013-08-28 0:2:30.990000000000009,80
2013-08-28 0:2:31.740000000000009,80
2013-08-28 0:2:32.490000000000009,80
2013-08-28 0:2:33.240000000000009,80
2013-08-28 0:2:33.990000000000009,78.9474
2013-08-28 0:2:34.75,80
2013-08-28 0:2:35.5,80
2013-08-28 0:2:36.25,80
2013-08-28 0:2:37.0,81.0811
2013-08-28 0:2:37.740000000000009,81.0811
2013-08-28 0:2:38.47999999999999,80
2013-08-28 0:2:39.22999999999999,80
2013-08-28 0:2:39.97999999999999,82.1918
2013-08-28 0:2:40.710000000000008,81.0811
2013-08-28 0:2:41.449999999999989,81.0811
2013-08-28 0:2:42.189999999999998,81.0811
2013-08-28 0:2:42.930000000000007,83.3333
2013-08-28 0:2:43.650000000000006,82.1918
2013-08-28 0:2:44.379999999999995,82.1918
2013-08-28 0:2:45.110000000000014,83.3333
2013-08-28 0:2:45.830000000000013,83.3333
2013-08-28 0:2:46.550000000000011,83.3333
2013-08-28 0:2:47.27000000000001,82.1918
2013-08-28 0:2:48.0,81.0811
2013-08-28 0:2:48.740000000000009,81.0811
2013-08-28 0:2:49.47999999999999,81.0811
2013-08-28 0:2:50.219999999999999,80
2013-08-28 0:2:50.969999999999999,78.9474
2013-08-28 0:2:51.72999999999999,78.9474
2013-08-28 0:2:52.490000000000009,76.9231
2013-08-28 0:2:53.27000000000001,77.9221
2013-08-28 0:2:54.039999999999992,77.9221
2013-08-28 0:2:54.810000000000002,76.9231
2013-08-28 0:2:55.590000000000003,77.9221
2013-08-28 0:2:56.360000000000014,78.9474
2013-08-28 0:2:57.120000000000005,77.9221
2013-08-28 0:2:57.889999999999986,80
2013-08-28 0:2:58.639999999999986,80
2013-08-28 0:2:59.389999999999986,80
2013-08-28 0:3:0.13999999999998636,81.0811
2013-08-28 0:3:0.87999999999999545,82.1918
2013-08-28 0:3:1.6100000000000136,83.3333
2013-08-28 0:3:2.3300000000000125,82.1918
2013-08-28 0:3:3.0600000000000023,83.3333
2013-08-28 0:3:3.7800000000000011,83.3333
2013-08-28 0:3:4.5,83.3333
2013-08-28 0:3:5.2199999999999989,84.507
2013-08-28 0:3:5.9300000000000068,84.507
2013-08-28 0:3:6.6399999999999864,83.3333
2013-08-28 0:3:7.3600000000000136,83.3333
2013-08-28 0:3:8.0800000000000125,83.3333
2013-08-28 0:3:8.8000000000000114,81.0811
2013-08-28 0:3:9.539999999999992,81.0811
2013-08-28 0:3:10.280000000000001,82.1918
2013-08-28 0:3:11.009999999999991,82.1918
2013-08-28 0:3:11.740000000000009,81.0811
2013-08-28 0:3:12.47999999999999,81.0811
2013-08-28 0:3:13.219999999999999,82.1918
2013-08-28 0:3:13.949999999999989,82.1918
2013-08-28 0:3:14.680000000000007,84.507
2013-08-28 0:3:15.389999999999986,84.507
2013-08-28 0:3:17.5,85.7143
2013-08-28 0:3:18.199999999999989,86.9565
2013-08-28 0:3:18.889999999999986,85.7143
2013-08-28 0:3:19.590000000000003,84.507
2013-08-28 0:3:20.300000000000011,84.507
2013-08-28 0:3:21.009999999999991,85.7143
2013-08-28 0:3:21.710000000000008,84.507
2013-08-28 0:3:25.27000000000001,85.7143
2013-08-28 0:3:25.969999999999999,84.507
2013-08-28 0:3:26.680000000000007,85.7143
2013-08-28 0:3:27.379999999999995,85.7143
2013-08-28 0:3:28.080000000000013,86.9565
2013-08-28 0:3:28.77000000000001,85.7143
2013-08-28 0:3:29.469999999999999,85.7143
2013-08-28 0:3:30.169999999999987,81.0811
2013-08-28 0:3:30.909999999999997,80
2013-08-28 0:3:31.659999999999997,78.9474
2013-08-28 0:3:32.419999999999987,78.9474
2013-08-28 0:3:33.180000000000007,78.9474
2013-08-28 0:3:33.939999999999998,77.9221
2013-08-28 0:3:34.710000000000008,76.9231
2013-08-28 0:3:35.490000000000009,78.9474
2013-08-28 0:3:36.25,78.9474
2013-08-28 0:3:37.009999999999991,81.0811
2013-08-28 0:3:37.75,82.1918
2013-08-28 0:3:38.47999999999999,82.1918
2013-08-28 0:3:39.210000000000008,81.0811
2013-08-28 0:3:39.949999999999989,84.507
2013-08-28 0:3:40.659999999999997,84.507
2013-08-28 0:3:41.370000000000005,84.507
2013-08-28 0:3:42.080000000000013,85.7143
2013-08-28 0:3:42.780000000000001,86.9565
2013-08-28 0:3:43.469999999999999,86.9565
2013-08-28 0:3:44.159999999999997,88.2353
2013-08-28 0:3:44.840000000000003,88.2353
2013-08-28 0:3:45.52000000000001,89.5522
2013-08-28 0:3:46.189999999999998,88.2353
2013-08-28 0:3:46.870000000000005,85.7143
2013-08-28 0:3:47.569999999999993,83.3333
2013-08-28 0:3:48.289999999999992,83.3333
2013-08-28 0:3:49.009999999999991,83.3333
2013-08-28 0:3:49.72999999999999,82.1918
2013-08-28 0:3:50.460000000000008,82.1918
2013-08-28 0:3:51.189999999999998,78.9474
2013-08-28 0:3:51.949999999999989,78.9474
2013-08-28 0:3:52.710000000000008,78.9474
2013-08-28 0:3:53.469999999999999,81.0811
2013-08-28 0:3:54.210000000000008,83.3333
2013-08-28 0:3:54.930000000000007,84.507
2013-08-28 0:3:55.639999999999986,83.3333
2013-08-28 0:3:56.360000000000014,84.507
2013-08-28 0:3:57.069999999999993,83.3333
2013-08-28 0:3:57.789999999999992,83.3333
2013-08-28 0:3:58.509999999999991,83.3333
2013-08-28 0:3:59.22999999999999,83.3333
2013-08-28 0:3:59.949999999999989,84.507
2013-08-28 0:4:0.65999999999999659,85.7143
2013-08-28 0:4:1.3600000000000136,85.7143
2013-08-28 0:4:2.0600000000000023,86.9565
2013-08-28 0:4:2.75,85.7143
2013-08-28 0:4:3.4499999999999886,84.507
2013-08-28 0:4:4.1599999999999966,86.9565
2013-08-28 0:4:4.8499999999999943,85.7143
2013-08-28 0:4:5.5500000000000114,86.9565
2013-08-28 0:4:6.2400000000000091,85.7143
2013-08-28 0:4:6.9399999999999977,86.9565
2013-08-28 0:4:7.6299999999999955,84.507
2013-08-28 0:4:8.3400000000000034,81.0811
2013-08-28 0:4:9.0800000000000125,82.1918
2013-08-28 0:4:9.8100000000000023,82.1918
2013-08-28 0:4:10.539999999999992,80
2013-08-28 0:4:11.289999999999992,81.0811
2013-08-28 0:4:12.030000000000001,80
2013-08-28 0:4:12.780000000000001,77.9221
2013-08-28 0:4:13.550000000000011,77.9221
2013-08-28 0:4:14.319999999999993,80
2013-08-28 0:4:15.069999999999993,80
2013-08-28 0:4:15.819999999999993,82.1918
2013-08-28 0:4:16.550000000000011,82.1918
2013-08-28 0:4:17.279999999999973,83.3333
2013-08-28 0:4:18.0,84.507
2013-08-28 0:4:18.70999999999998,85.7143
2013-08-28 0:4:19.410000000000025,86.9565
2013-08-28 0:4:20.100000000000023,85.7143
2013-08-28 0:4:20.800000000000011,84.507
2013-08-28 0:4:21.509999999999991,83.3333
2013-08-28 0:4:22.230000000000018,83.3333
2013-08-28 0:4:22.949999999999989,83.3333
2013-08-28 0:4:23.670000000000016,82.1918
2013-08-28 0:4:24.399999999999977,83.3333
2013-08-28 0:4:25.120000000000005,83.3333
2013-08-28 0:4:25.839999999999975,83.3333
2013-08-28 0:4:26.560000000000002,82.1918
2013-08-28 0:4:27.29000000000002,82.1918
2013-08-28 0:4:28.019999999999982,82.1918
2013-08-28 0:4:28.75,82.1918
2013-08-28 0:4:29.480000000000018,83.3333
2013-08-28 0:4:30.199999999999989,85.7143
2013-08-28 0:4:30.899999999999977,85.7143
2013-08-28 0:4:31.600000000000023,85.7143
2013-08-28 0:4:32.300000000000011,84.507
2013-08-28 0:4:33.009999999999991,83.3333
2013-08-28 0:4:33.730000000000018,81.0811
2013-08-28 0:4:34.470000000000027,81.0811
2013-08-28 0:4:35.20999999999998,78.9474
2013-08-28 0:4:35.970000000000027,76.9231
2013-08-28 0:4:36.75,75.9494
2013-08-28 0:4:37.54000000000002,77.9221
2013-08-28 0:4:38.310000000000002,77.9221
2013-08-28 0:4:39.079999999999984,78.9474
2013-08-28 0:4:39.839999999999975,81.0811
2013-08-28 0:4:40.579999999999984,81.0811
2013-08-28 0:4:41.319999999999993,83.3333
2013-08-28 0:4:42.04000000000002,83.3333
2013-08-28 0:4:42.759999999999991,85.7143
2013-08-28 0:4:43.45999999999998,85.7143
2013-08-28 0:4:44.160000000000025,84.507
2013-08-28 0:4:44.870000000000005,84.507
2013-08-28 0:4:45.579999999999984,81.0811
2013-08-28 0:4:46.319999999999993,80
2013-08-28 0:4:47.069999999999993,77.9221
2013-08-28 0:4:47.839999999999975,77.9221
2013-08-28 0:4:48.610000000000014,77.9221
2013-08-28 0:4:49.379999999999995,77.9221
2013-08-28 0:4:50.149999999999977,80
2013-08-28 0:4:50.899999999999977,81.0811
2013-08-28 0:4:51.639999999999986,81.0811
2013-08-28 0:4:52.379999999999995,83.3333
2013-08-28 0:4:53.100000000000023,84.507
2013-08-28 0:4:53.810000000000002,84.507
2013-08-28 0:4:54.519999999999982,85.7143
2013-08-28 0:4:55.220000000000027,84.507
2013-08-28 0:4:55.930000000000007,86.9565
2013-08-28 0:4:56.620000000000005,88.2353
2013-08-28 0:4:57.300000000000011,88.2353
2013-08-28 0:4:57.980000000000018,89.5522
2013-08-28 0:4:58.649999999999977,85.7143
2013-08-28 0:4:59.350000000000023,76.9231
2013-08-28 0:5:5.5600000000000023,65.2174
2013-08-28 0:5:6.4800000000000182,67.4157
2013-08-28 0:5:7.3700000000000045,69.7674
2013-08-28 0:5:8.2300000000000182,69.7674
2013-08-28 0:5:9.089999999999975,69.7674
2013-08-28 0:5:9.9499999999999886,69.7674
2013-08-28 0:5:10.810000000000002,70.5882
2013-08-28 0:5:11.660000000000025,72.2892
2013-08-28 0:5:12.490000000000009,71.4286
2013-08-28 0:5:13.329999999999984,70.5882
2013-08-28 0:5:14.180000000000007,74.0741
2013-08-28 0:5:14.990000000000009,75
2013-08-28 0:5:15.79000000000002,75
2013-08-28 0:5:16.589999999999975,75.9494
2013-08-28 0:5:17.379999999999995,75.9494
2013-08-28 0:5:18.170000000000016,76.9231
2013-08-28 0:5:18.949999999999989,78.9474
2013-08-28 0:5:19.70999999999998,80
2013-08-28 0:5:20.45999999999998,78.9474
2013-08-28 0:5:21.220000000000027,80
2013-08-28 0:5:21.970000000000027,82.1918
2013-08-28 0:5:22.699999999999989,84.507
2013-08-28 0:5:23.410000000000025,85.7143
2013-08-28 0:5:24.110000000000014,84.507
2013-08-28 0:5:24.819999999999993,83.3333
2013-08-28 0:5:25.54000000000002,84.507
2013-08-28 0:5:26.25,83.3333
2013-08-28 0:5:26.970000000000027,84.507
2013-08-28 0:5:27.680000000000007,83.3333
2013-08-28 0:5:28.399999999999977,83.3333
2013-08-28 0:5:29.120000000000005,82.1918
2013-08-28 0:5:29.850000000000023,83.3333
2013-08-28 0:5:30.569999999999993,83.3333
2013-08-28 0:5:31.29000000000002,83.3333
2013-08-28 0:5:32.009999999999991,82.1918
2013-08-28 0:5:32.740000000000009,82.1918
2013-08-28 0:5:33.470000000000027,82.1918
2013-08-28 0:5:34.199999999999989,81.0811
2013-08-28 0:5:34.939999999999998,82.1918
2013-08-28 0:5:35.670000000000016,81.0811
2013-08-28 0:5:36.410000000000025,83.3333
2013-08-28 0:5:37.129999999999995,81.0811
2013-08-28 0:5:37.870000000000005,81.0811
2013-08-28 0:5:38.610000000000014,82.1918
2013-08-28 0:5:39.339999999999975,83.3333
2013-08-28 0:5:40.060000000000002,83.3333
2013-08-28 0:5:40.779999999999973,84.507
2013-08-28 0:5:41.490000000000009,82.1918
2013-08-28 0:5:42.220000000000027,83.3333
2013-08-28 0:5:42.939999999999998,83.3333
2013-08-28 0:5:43.660000000000025,82.1918
2013-08-28 0:5:44.389999999999986,83.3333
2013-08-28 0:5:45.110000000000014,83.3333
2013-08-28 0:5:45.829999999999984,84.507
2013-08-28 0:5:46.54000000000002,85.7143
2013-08-28 0:5:47.240000000000009,84.507
2013-08-28 0:5:47.949999999999989,84.507
2013-08-28 0:5:48.660000000000025,84.507
2013-08-28 0:5:49.370000000000005,85.7143
2013-08-28 0:5:50.069999999999993,84.507
2013-08-28 0:5:50.779999999999973,84.507
2013-08-28 0:5:51.490000000000009,84.507
2013-08-28 0:5:52.199999999999989,82.1918
2013-08-28 0:5:52.930000000000007,82.1918
2013-08-28 0:5:53.660000000000025,83.3333
2013-08-28 0:5:54.379999999999995,83.3333
2013-08-28 0:5:55.100000000000023,80
2013-08-28 0:5:55.850000000000023,80
2013-08-28 0:5:56.600000000000023,78.9474
2013-08-28 0:5:57.360000000000014,76.9231
2013-08-28 0:5:58.139999999999986,76.9231
2013-08-28 0:5:58.920000000000016,75.9494
2013-08-28 0:5:59.70999999999998,73.1707
2013-08-28 0:6:0.52999999999997272,72.2892
2013-08-28 0:6:1.3600000000000136,71.4286
2013-08-28 0:6:2.1999999999999886,72.2892
2013-08-28 0:6:3.0299999999999727,74.0741
2013-08-28 0:6:3.839999999999975,74.0741
2013-08-28 0:6:4.6499999999999773,74.0741
2013-08-28 0:6:5.4599999999999795,75.9494
2013-08-28 0:6:6.25,77.9221
2013-08-28 0:6:7.0199999999999818,77.9221
2013-08-28 0:6:7.7900000000000205,76.9231
2013-08-28 0:6:8.5699999999999932,76.9231
2013-08-28 0:6:9.3500000000000227,75.9494
2013-08-28 0:6:10.139999999999986,75.9494
2013-08-28 0:6:10.930000000000007,75.9494
2013-08-28 0:6:11.720000000000027,77.9221
2013-08-28 0:6:12.490000000000009,77.9221
2013-08-28 0:6:13.259999999999991,75.9494
2013-08-28 0:6:14.050000000000011,76.9231
2013-08-28 0:6:14.829999999999984,75.9494
2013-08-28 0:6:15.620000000000005,75
2013-08-28 0:6:16.420000000000016,75.9494
2013-08-28 0:6:17.20999999999998,75
2013-08-28 0:6:18.009999999999991,74.0741
2013-08-28 0:6:18.819999999999993,73.1707
2013-08-28 0:6:19.639999999999986,72.2892
2013-08-28 0:6:20.470000000000027,73.1707
2013-08-28 0:6:21.29000000000002,75.9494
2013-08-28 0:6:22.079999999999984,75
2013-08-28 0:6:22.879999999999995,75
2013-08-28 0:6:23.680000000000007,76.9231
2013-08-28 0:6:24.45999999999998,76.9231
2013-08-28 0:6:25.240000000000009,83.3333
2013-08-28 0:6:25.95999999999998,83.3333
2013-08-28 0:6:26.680000000000007,83.3333
2013-08-28 0:6:27.399999999999977,84.507
2013-08-28 0:6:28.110000000000014,84.507
2013-08-28 0:6:28.819999999999993,86.9565
2013-08-28 0:6:29.509999999999991,85.7143
2013-08-28 0:6:30.20999999999998,85.7143
2013-08-28 0:6:30.910000000000025,82.1918
2013-08-28 0:6:31.639999999999986,81.0811
2013-08-28 0:6:32.379999999999995,81.0811
2013-08-28 0:6:36.759999999999991,85.7143
2013-08-28 0:6:40.100000000000023,92.3077
2013-08-28 0:6:40.75,90.9091
2013-08-28 0:6:41.410000000000025,86.9565
2013-08-28 0:6:49.639999999999986,63.8298
2013-08-28 0:6:50.579999999999984,65.2174
2013-08-28 0:6:51.5,64.5161
2013-08-28 0:6:52.430000000000007,69.7674
2013-08-28 0:6:53.29000000000002,68.9655
2013-08-28 0:6:54.160000000000025,71.4286
2013-08-28 0:6:55.0,75
2013-08-28 0:6:55.800000000000011,75
2013-08-28 0:6:56.600000000000023,75.9494
2013-08-28 0:6:57.389999999999986,75.9494
2013-08-28 0:6:58.180000000000007,76.9231
2013-08-28 0:6:58.95999999999998,76.9231
2013-08-28 0:6:59.740000000000009,77.9221
2013-08-28 0:7:7.589999999999975,75
2013-08-28 0:7:8.3899999999999864,73.1707
2013-08-28 0:7:9.2099999999999795,75
2013-08-28 0:7:10.009999999999991,75
2013-08-28 0:7:10.810000000000002,75
2013-08-28 0:7:11.610000000000014,75.9494
2013-08-28 0:7:19.279999999999973,75
2013-08-28 0:7:22.399999999999977,75.9494
2013-08-28 0:7:23.189999999999998,74.0741
2013-08-28 0:8:12.860000000000014,86.9565
2013-08-28 0:8:13.550000000000011,80
2013-08-28 0:8:22.120000000000005,81.0811
2013-08-28 0:8:22.860000000000014,82.1918
2013-08-28 0:8:23.589999999999975,85.7143
2013-08-28 0:8:24.29000000000002,83.3333
2013-08-28 0:8:25.009999999999991,89.5522
2013-08-28 0:8:25.680000000000007,90.9091
2013-08-28 0:8:28.329999999999984,90.9091
2013-08-28 0:8:28.990000000000009,92.3077
2013-08-28 0:8:29.639999999999986,92.3077
2013-08-28 0:8:30.29000000000002,92.3077
2013-08-28 0:8:30.939999999999998,88.2353
2013-08-28 0:8:31.620000000000005,86.9565
2013-08-28 0:8:32.309999999999945,84.507
2013-08-28 0:8:33.019999999999982,81.0811
2013-08-28 0:8:33.759999999999991,78.9474
2013-08-28 0:8:34.519999999999982,77.9221
2013-08-28 0:8:35.289999999999964,76.9231
2013-08-28 0:8:36.07000000000005,80
2013-08-28 0:8:36.82000000000005,80
2013-08-28 0:8:37.57000000000005,80
2013-08-28 0:8:38.32000000000005,81.0811
2013-08-28 0:8:39.059999999999945,81.0811
2013-08-28 0:8:39.799999999999955,81.0811
2013-08-28 0:8:40.539999999999964,83.3333
2013-08-28 0:8:41.259999999999991,83.3333
2013-08-28 0:8:41.980000000000018,84.507
2013-08-28 0:8:42.690000000000055,83.3333
2013-08-28 0:8:43.409999999999968,84.507
2013-08-28 0:8:44.120000000000005,88.2353
2013-08-28 0:8:44.799999999999955,85.7143
2013-08-28 0:8:45.5,88.2353
2013-08-28 0:8:46.17999999999995,86.9565
2013-08-28 0:8:46.870000000000005,85.7143
2013-08-28 0:8:47.57000000000005,88.2353
2013-08-28 0:8:48.25,84.507
2013-08-28 0:8:48.960000000000036,82.1918
2013-08-28 0:8:49.690000000000055,76.9231
2013-08-28 0:8:50.470000000000027,80
2013-08-28 0:8:51.220000000000027,77.9221
2013-08-28 0:8:51.990000000000009,76.9231
2013-08-28 0:8:52.769999999999982,75
2013-08-28 0:8:53.57000000000005,74.0741
2013-08-28 0:8:54.379999999999995,75
2013-08-28 0:8:55.17999999999995,74.0741
2013-08-28 0:8:55.990000000000009,72.2892
2013-08-28 0:8:56.82000000000005,73.1707
2013-08-28 0:8:57.639999999999986,73.1707
2013-08-28 0:8:58.460000000000036,72.2892
2013-08-28 0:8:59.289999999999964,73.1707
2013-08-28 0:9:0.11000000000001364,70.5882
2013-08-28 0:9:0.96000000000003638,70.5882
2013-08-28 0:9:1.8099999999999454,70.5882
2013-08-28 0:9:2.6599999999999682,72.2892
2013-08-28 0:9:3.4900000000000091,74.0741
2013-08-28 0:9:4.2999999999999545,73.1707
2013-08-28 0:9:5.1200000000000045,72.2892
2013-08-28 0:9:5.9500000000000455,72.2892
2013-08-28 0:9:6.7799999999999727,74.0741
2013-08-28 0:9:7.5900000000000318,73.1707
2013-08-28 0:9:8.4099999999999682,73.1707
2013-08-28 0:9:9.2300000000000182,75.9494
2013-08-28 0:9:10.019999999999982,75.9494
2013-08-28 0:9:10.809999999999945,75
2013-08-28 0:9:11.610000000000014,74.0741
2013-08-28 0:9:12.419999999999959,77.9221
2013-08-28 0:9:13.190000000000055,75.9494
2013-08-28 0:9:13.980000000000018,75.9494
