Time,Datapoint
2013-08-28 0:4:6.9099999999999966,72.2892
2013-08-28 0:4:7.7400000000000091,72.2892
2013-08-28 0:4:8.5699999999999932,73.1707
2013-08-28 0:4:9.3899999999999864,71.4286
2013-08-28 0:4:10.22999999999999,70.5882
2013-08-28 0:4:11.080000000000013,68.9655
2013-08-28 0:4:11.949999999999989,65.2174
2013-08-28 0:4:12.870000000000005,63.8298
2013-08-28 0:4:13.810000000000002,65.2174
2013-08-28 0:4:14.72999999999999,65.2174
2013-08-28 0:4:15.650000000000006,65.9341
2013-08-28 0:4:16.560000000000002,65.9341
2013-08-28 0:4:17.470000000000027,67.4157
2013-08-28 0:4:18.360000000000014,67.4157
2013-08-28 0:4:19.25,68.1818
2013-08-28 0:4:20.129999999999995,68.9655
2013-08-28 0:4:21.0,68.9655
2013-08-28 0:4:21.870000000000005,71.4286
2013-08-28 0:4:22.70999999999998,74.0741
2013-08-28 0:4:23.519999999999982,76.9231
2013-08-28 0:4:25.029999999999973,82.1918
2013-08-28 0:4:25.759999999999991,80
2013-08-28 0:4:26.509999999999991,83.3333
2013-08-28 0:4:27.230000000000018,81.0811
2013-08-28 0:4:27.970000000000027,80
2013-08-28 0:4:28.720000000000027,77.9221
2013-08-28 0:4:29.490000000000009,75
2013-08-28 0:4:30.29000000000002,73.1707
2013-08-28 0:4:31.110000000000014,72.2892
2013-08-28 0:4:31.939999999999998,71.4286
2013-08-28 0:4:32.779999999999973,70.5882
2013-08-28 0:4:33.629999999999995,70.5882
2013-08-28 0:4:34.480000000000018,69.7674
2013-08-28 0:4:35.339999999999975,67.4157
2013-08-28 0:4:36.230000000000018,65.2174
2013-08-28 0:4:37.149999999999977,61.8557
2013-08-28 0:4:38.120000000000005,61.8557
2013-08-28 0:4:39.089999999999975,65.2174
2013-08-28 0:4:40.009999999999991,65.2174
2013-08-28 0:4:40.930000000000007,66.6667
2013-08-28 0:4:41.829999999999984,69.7674
2013-08-28 0:4:42.689999999999998,68.9655
2013-08-28 0:4:43.560000000000002,71.4286
2013-08-28 0:4:44.399999999999977,72.2892
2013-08-28 0:4:45.230000000000018,72.2892
2013-08-28 0:4:46.060000000000002,74.0741
2013-08-28 0:4:46.870000000000005,77.9221
2013-08-28 0:4:47.639999999999986,78.9474
2013-08-28 0:4:48.399999999999977,81.0811
2013-08-28 0:4:49.139999999999986,81.0811
2013-08-28 0:4:50.579999999999984,81.0811
2013-08-28 0:4:51.319999999999993,82.1918
2013-08-28 0:4:52.050000000000011,81.0811
2013-08-28 0:4:52.79000000000002,81.0811
2013-08-28 0:4:53.529999999999973,78.9474
2013-08-28 0:4:54.29000000000002,80
2013-08-28 0:4:55.04000000000002,75
2013-08-28 0:4:55.839999999999975,74.0741
2013-08-28 0:4:56.649999999999977,71.4286
2013-08-28 0:4:57.490000000000009,72.2892
2013-08-28 0:4:58.319999999999993,72.2892
2013-08-28 0:4:59.149999999999977,69.7674
2013-08-28 0:5:0.0099999999999909051,68.9655
2013-08-28 0:5:0.87999999999999545,70.5882
2013-08-28 0:5:1.7300000000000182,72.2892
2013-08-28 0:5:2.5600000000000023,73.1707
2013-08-28 0:5:3.3799999999999955,75
2013-08-28 0:5:4.1800000000000068,75.9494
2013-08-28 0:5:4.9700000000000273,75.9494
2013-08-28 0:5:5.7599999999999909,75
2013-08-28 0:5:6.5600000000000023,75.9494
2013-08-28 0:5:7.3500000000000227,75.9494
2013-08-28 0:5:8.1399999999999864,75.9494
2013-08-28 0:5:8.9300000000000068,75
2013-08-28 0:5:9.7300000000000182,75
2013-08-28 0:5:10.529999999999973,74.0741
2013-08-28 0:5:11.339999999999975,74.0741
2013-08-28 0:5:12.149999999999977,73.1707
2013-08-28 0:5:12.970000000000027,73.1707
2013-08-28 0:5:13.79000000000002,72.2892
2013-08-28 0:5:14.620000000000005,71.4286
2013-08-28 0:5:15.45999999999998,69.7674
2013-08-28 0:5:16.319999999999993,70.5882
2013-08-28 0:5:17.170000000000016,72.2892
2013-08-28 0:5:18.0,73.1707
2013-08-28 0:5:18.819999999999993,73.1707
2013-08-28 0:5:19.639999999999986,74.0741
2013-08-28 0:5:20.449999999999989,75
2013-08-28 0:5:21.25,74.0741
2013-08-28 0:5:22.060000000000002,74.0741
2013-08-28 0:5:22.870000000000005,74.0741
2013-08-28 0:5:23.680000000000007,73.1707
2013-08-28 0:5:24.5,73.1707
2013-08-28 0:5:25.319999999999993,73.1707
2013-08-28 0:5:26.139999999999986,72.2892
2013-08-28 0:5:26.970000000000027,70.5882
2013-08-28 0:5:27.819999999999993,69.7674
2013-08-28 0:5:28.680000000000007,68.9655
2013-08-28 0:5:29.550000000000011,68.1818
2013-08-28 0:5:30.430000000000007,65.2174
2013-08-28 0:5:31.350000000000023,63.8298
2013-08-28 0:5:32.29000000000002,65.2174
2013-08-28 0:5:33.20999999999998,67.4157
2013-08-28 0:5:34.100000000000023,67.4157
2013-08-28 0:5:37.579999999999984,72.2892
2013-08-28 0:5:38.410000000000025,72.2892
2013-08-28 0:5:39.240000000000009,71.4286
2013-08-28 0:5:40.079999999999984,71.4286
2013-08-28 0:5:40.920000000000016,72.2892
2013-08-28 0:5:41.75,73.1707
2013-08-28 0:5:42.569999999999993,72.2892
2013-08-28 0:5:43.399999999999977,71.4286
2013-08-28 0:5:44.240000000000009,71.4286
2013-08-28 0:5:45.079999999999984,71.4286
2013-08-28 0:5:45.920000000000016,71.4286
2013-08-28 0:5:46.759999999999991,70.5882
2013-08-28 0:5:47.610000000000014,71.4286
2013-08-28 0:5:48.449999999999989,70.5882
2013-08-28 0:5:49.300000000000011,70.5882
2013-08-28 0:5:50.149999999999977,72.2892
2013-08-28 0:5:50.980000000000018,73.1707
2013-08-28 0:5:51.800000000000011,74.0741
2013-08-28 0:5:52.610000000000014,74.0741
2013-08-28 0:5:53.420000000000016,75
2013-08-28 0:5:54.220000000000027,75
2013-08-28 0:5:55.019999999999982,75
2013-08-28 0:5:55.819999999999993,73.1707
2013-08-28 0:5:56.639999999999986,71.4286
2013-08-28 0:5:57.480000000000018,68.9655
2013-08-28 0:5:58.350000000000023,68.1818
2013-08-28 0:5:59.230000000000018,66.6667
2013-08-28 0:6:0.12999999999999545,65.2174
2013-08-28 0:6:1.0500000000000114,62.5
2013-08-28 0:6:2.0099999999999909,66.6667
2013-08-28 0:6:2.910000000000025,70.5882
2013-08-28 0:6:3.7599999999999909,70.5882
2013-08-28 0:6:4.6100000000000136,72.2892
2013-08-28 0:6:5.4399999999999977,74.0741
2013-08-28 0:6:6.25,77.9221
2013-08-28 0:6:7.0199999999999818,77.9221
2013-08-28 0:6:7.7900000000000205,82.1918
2013-08-28 0:6:8.5199999999999818,76.9231
2013-08-28 0:6:9.3000000000000114,82.1918
2013-08-28 0:6:10.029999999999973,81.0811
2013-08-28 0:6:10.769999999999982,83.3333
2013-08-28 0:6:13.759999999999991,80
2013-08-28 0:6:14.509999999999991,81.0811
2013-08-28 0:6:15.25,78.9474
2013-08-28 0:6:18.370000000000005,75
2013-08-28 0:6:19.170000000000016,75.9494
2013-08-28 0:6:19.95999999999998,75
2013-08-28 0:6:20.759999999999991,73.1707
2013-08-28 0:6:21.579999999999984,72.2892
2013-08-28 0:6:22.410000000000025,71.4286
2013-08-28 0:6:23.25,72.2892
2013-08-28 0:6:24.079999999999984,71.4286
2013-08-28 0:6:24.920000000000016,68.9655
2013-08-28 0:6:25.79000000000002,68.9655
2013-08-28 0:6:26.660000000000025,67.4157
2013-08-28 0:6:27.550000000000011,67.4157
2013-08-28 0:6:28.439999999999998,68.1818
2013-08-28 0:6:29.319999999999993,68.1818
2013-08-28 0:6:30.199999999999989,66.6667
2013-08-28 0:6:31.100000000000023,67.4157
2013-08-28 0:6:31.990000000000009,68.1818
2013-08-28 0:6:32.870000000000005,67.4157
2013-08-28 0:6:33.759999999999991,68.9655
2013-08-28 0:6:34.629999999999995,67.4157
2013-08-28 0:6:35.519999999999982,67.4157
2013-08-28 0:6:36.410000000000025,67.4157
2013-08-28 0:6:37.300000000000011,69.7674
2013-08-28 0:6:38.160000000000025,69.7674
2013-08-28 0:6:39.019999999999982,68.9655
2013-08-28 0:6:39.889999999999986,68.9655
2013-08-28 0:6:40.759999999999991,68.9655
2013-08-28 0:6:41.629999999999995,68.9655
2013-08-28 0:6:42.5,67.4157
2013-08-28 0:6:43.389999999999986,65.9341
2013-08-28 0:6:44.300000000000011,66.6667
2013-08-28 0:6:45.199999999999989,66.6667
2013-08-28 0:6:46.100000000000023,67.4157
2013-08-28 0:6:46.990000000000009,68.1818
2013-08-28 0:6:47.870000000000005,68.1818
2013-08-28 0:6:48.75,67.4157
2013-08-28 0:6:49.639999999999986,68.1818
2013-08-28 0:6:50.519999999999982,69.7674
2013-08-28 0:6:51.379999999999995,71.4286
2013-08-28 0:6:52.220000000000027,72.2892
2013-08-28 0:6:53.050000000000011,73.1707
2013-08-28 0:6:53.870000000000005,74.0741
2013-08-28 0:6:56.29000000000002,76.9231
2013-08-28 0:6:57.069999999999993,77.9221
2013-08-28 0:6:57.839999999999975,76.9231
2013-08-28 0:6:58.620000000000005,75
2013-08-28 0:6:59.420000000000016,73.1707
2013-08-28 0:7:0.24000000000000909,72.2892
2013-08-28 0:7:1.0699999999999932,71.4286
2013-08-28 0:7:1.910000000000025,70.5882
2013-08-28 0:7:2.7599999999999909,69.7674
2013-08-28 0:7:3.6200000000000045,69.7674
2013-08-28 0:7:4.4800000000000182,68.9655
2013-08-28 0:7:5.3500000000000227,68.1818
2013-08-28 0:7:6.2300000000000182,68.1818
2013-08-28 0:7:7.1100000000000136,68.1818
2013-08-28 0:7:7.9900000000000091,67.4157
2013-08-28 0:7:8.8799999999999955,66.6667
2013-08-28 0:7:9.7799999999999727,65.2174
2013-08-28 0:7:10.699999999999989,64.5161
2013-08-28 0:7:11.629999999999995,64.5161
2013-08-28 0:7:12.560000000000002,63.8298
2013-08-28 0:7:13.5,63.1579
2013-08-28 0:7:14.449999999999989,62.5
2013-08-28 0:7:15.410000000000025,61.2245
2013-08-28 0:7:16.389999999999986,58.2524
2013-08-28 0:7:19.689999999999998,53.5714
2013-08-28 0:7:20.810000000000002,59.4059
2013-08-28 0:7:21.819999999999993,63.1579
2013-08-28 0:7:22.769999999999982,63.1579
2013-08-28 0:7:23.720000000000027,62.5
2013-08-28 0:7:24.680000000000007,64.5161
2013-08-28 0:7:25.610000000000014,67.4157
2013-08-28 0:7:26.5,68.1818
2013-08-28 0:7:27.379999999999995,70.5882
2013-08-28 0:7:28.230000000000018,72.2892
2013-08-28 0:7:29.060000000000002,74.0741
2013-08-28 0:7:29.870000000000005,75.9494
2013-08-28 0:7:30.660000000000025,75.9494
2013-08-28 0:7:31.449999999999989,75
2013-08-28 0:7:32.25,75.9494
2013-08-28 0:7:33.04000000000002,75
2013-08-28 0:7:33.839999999999975,75.9494
2013-08-28 0:7:34.629999999999995,75.9494
2013-08-28 0:7:35.420000000000016,75
2013-08-28 0:7:36.220000000000027,74.0741
2013-08-28 0:7:39.519999999999982,71.4286
2013-08-28 0:7:40.360000000000014,70.5882
2013-08-28 0:7:41.20999999999998,68.9655
2013-08-28 0:7:42.079999999999984,68.9655
2013-08-28 0:7:42.949999999999989,68.1818
2013-08-28 0:7:43.829999999999984,68.9655
2013-08-28 0:7:44.699999999999989,67.4157
2013-08-28 0:7:45.589999999999975,68.1818
2013-08-28 0:7:46.470000000000027,65.9341
2013-08-28 0:7:47.379999999999995,65.2174
2013-08-28 0:7:48.300000000000011,65.2174
2013-08-28 0:7:49.220000000000027,66.6667
2013-08-28 0:7:50.120000000000005,67.4157
2013-08-28 0:7:51.009999999999991,66.6667
2013-08-28 0:7:51.910000000000025,66.6667
2013-08-28 0:7:52.810000000000002,67.4157
2013-08-28 0:7:53.699999999999989,68.1818
2013-08-28 0:7:54.579999999999984,68.1818
2013-08-28 0:7:55.45999999999998,68.9655
2013-08-28 0:7:56.329999999999984,67.4157
2013-08-28 0:7:57.220000000000027,68.9655
2013-08-28 0:7:58.089999999999975,68.1818
2013-08-28 0:7:58.970000000000027,68.9655
2013-08-28 0:7:59.839999999999975,68.1818
2013-08-28 0:8:0.72000000000002728,67.4157
2013-08-28 0:8:1.6100000000000136,68.1818
2013-08-28 0:8:2.4900000000000091,67.4157
2013-08-28 0:8:3.3799999999999955,68.1818
2013-08-28 0:8:4.2599999999999909,66.6667
2013-08-28 0:8:5.160000000000025,65.9341
2013-08-28 0:8:6.0699999999999932,65.2174
2013-08-28 0:8:6.9900000000000091,63.8298
2013-08-28 0:8:7.9300000000000068,63.8298
2013-08-28 0:8:8.8700000000000045,62.5
2013-08-28 0:8:9.8299999999999841,63.1579
2013-08-28 0:8:10.779999999999973,63.8298
2013-08-28 0:8:11.720000000000027,61.8557
2013-08-28 0:8:12.689999999999998,60
2013-08-28 0:8:13.689999999999998,56.0748
2013-08-28 0:8:17.089999999999975,53.5714
2013-08-28 0:8:18.20999999999998,55.5556
2013-08-28 0:8:19.29000000000002,57.1429
2013-08-28 0:8:20.339999999999975,57.6923
2013-08-28 0:8:21.379999999999995,59.4059
2013-08-28 0:8:22.389999999999986,61.2245
2013-08-28 0:8:23.370000000000005,60
2013-08-28 0:8:24.370000000000005,58.2524
2013-08-28 0:8:25.399999999999977,56.6038
2013-08-28 0:8:26.45999999999998,61.2245
2013-08-28 0:8:27.439999999999998,63.1579
2013-08-28 0:8:28.389999999999986,63.1579
2013-08-28 0:8:29.339999999999975,63.8298
2013-08-28 0:8:30.279999999999973,64.5161
2013-08-28 0:8:31.20999999999998,64.5161
2013-08-28 0:8:32.139999999999986,63.1579
2013-08-28 0:8:33.090000000000032,65.2174
2013-08-28 0:8:34.009999999999991,65.2174
2013-08-28 0:8:34.92999999999995,64.5161
2013-08-28 0:8:35.860000000000014,64.5161
2013-08-28 0:8:36.789999999999964,65.9341
2013-08-28 0:8:37.700000000000045,68.1818
2013-08-28 0:8:38.580000000000041,68.1818
2013-08-28 0:8:39.460000000000036,67.4157
2013-08-28 0:8:40.350000000000023,67.4157
2013-08-28 0:8:41.240000000000009,68.1818
2013-08-28 0:8:42.120000000000005,67.4157
2013-08-28 0:8:43.009999999999991,65.9341
2013-08-28 0:8:43.919999999999959,64.5161
2013-08-28 0:8:44.850000000000023,65.9341
2013-08-28 0:8:45.759999999999991,64.5161
2013-08-28 0:8:46.690000000000055,63.8298
2013-08-28 0:8:47.629999999999995,63.8298
2013-08-28 0:8:48.57000000000005,65.2174
2013-08-28 0:8:49.490000000000009,66.6667
2013-08-28 0:8:50.389999999999986,68.1818
2013-08-28 0:8:51.269999999999982,66.6667
2013-08-28 0:8:52.169999999999959,65.2174
2013-08-28 0:8:53.090000000000032,65.2174
2013-08-28 0:8:54.009999999999991,65.2174
2013-08-28 0:8:54.92999999999995,63.8298
2013-08-28 0:8:55.870000000000005,61.2245
2013-08-28 0:8:56.850000000000023,60.6061
2013-08-28 0:8:57.840000000000032,61.2245
2013-08-28 0:8:58.82000000000005,64.5161
2013-08-28 0:8:59.75,65.2174
2013-08-28 0:9:0.66999999999995907,63.1579
2013-08-28 0:9:1.6200000000000045,62.5
2013-08-28 0:9:2.5800000000000409,61.2245
2013-08-28 0:9:3.5599999999999454,61.8557
2013-08-28 0:9:4.5299999999999727,63.1579
2013-08-28 0:9:5.4800000000000182,60
2013-08-28 0:9:6.4800000000000182,58.2524
2013-08-28 0:9:7.5099999999999909,55.5556
