Time,Datapoint
2013-08-28 3:18:4.930000000000291,53.0973
2013-08-28 3:18:6.0599999999994907,55.0459
2013-08-28 3:18:7.1499999999996362,58.2524
2013-08-28 3:18:8.180000000000291,57.6923
2013-08-28 3:18:9.2199999999993452,60.6061
2013-08-28 3:18:10.209999999999127,65.9341
2013-08-28 3:18:11.1200000000008,62.5
2013-08-28 3:18:12.079999999999927,66.6667
2013-08-28 3:18:12.979999999999563,65.9341
2013-08-28 3:18:13.889999999999418,67.4157
2013-08-28 3:18:14.780000000000655,68.9655
2013-08-28 3:18:15.649999999999636,68.9655
2013-08-28 3:18:16.520000000000437,69.7674
2013-08-28 3:18:17.3799999999992,70.5882
2013-08-28 3:18:18.229999999999563,70.5882
2013-08-28 3:18:19.079999999999927,72.2892
2013-08-28 3:18:19.909999999999854,70.5882
2013-08-28 3:18:20.760000000000218,68.9655
2013-08-28 3:18:21.6299999999992,69.7674
2013-08-28 3:18:22.489999999999782,68.9655
2013-08-28 3:18:23.360000000000582,68.9655
2013-08-28 3:18:24.229999999999563,67.4157
2013-08-28 3:18:25.1200000000008,66.6667
2013-08-28 3:18:26.020000000000437,65.2174
2013-08-28 3:18:26.940000000000509,63.8298
2013-08-28 3:18:27.8799999999992,62.5
2013-08-28 3:18:28.840000000000146,60.6061
2013-08-28 3:18:29.829999999999927,60.6061
2013-08-28 3:18:30.819999999999709,61.2245
2013-08-28 3:18:31.799999999999272,60.6061
2013-08-28 3:18:32.790000000000873,59.4059
2013-08-28 3:18:33.799999999999272,59.4059
2013-08-28 3:18:34.809999999999491,58.2524
2013-08-28 3:18:35.840000000000146,58.8235
2013-08-28 3:18:36.860000000000582,57.1429
2013-08-28 3:18:37.909999999999854,57.6923
2013-08-28 3:18:38.950000000000728,60
2013-08-28 3:18:39.950000000000728,58.2524
2013-08-28 3:18:40.979999999999563,58.8235
2013-08-28 3:18:42.0,58.2524
2013-08-28 3:18:43.030000000000655,60
2013-08-28 3:18:44.030000000000655,56.6038
2013-08-28 3:18:45.090000000000146,55.5556
2013-08-28 3:18:46.170000000000073,58.2524
2013-08-28 3:18:47.200000000000728,55.0459
2013-08-28 3:18:48.290000000000873,53.5714
2013-08-28 3:18:49.409999999999854,55.0459
2013-08-28 3:18:50.5,57.1429
2013-08-28 3:18:51.549999999999272,56.6038
2013-08-28 3:18:52.610000000000582,56.6038
2013-08-28 3:18:53.670000000000073,64.5161
2013-08-28 3:18:54.600000000000364,61.8557
2013-08-28 3:18:55.569999999999709,64.5161
2013-08-28 3:18:56.5,66.6667
2013-08-28 3:18:57.399999999999636,66.6667
2013-08-28 3:18:58.299999999999272,68.9655
2013-08-28 3:18:59.170000000000073,68.1818
2013-08-28 3:19:0.049999999999272404,70.5882
2013-08-28 3:19:0.8999999999996362,71.4286
2013-08-28 3:19:1.7399999999997817,70.5882
2013-08-28 3:19:2.5900000000001455,67.4157
2013-08-28 3:19:3.4799999999995634,65.9341
2013-08-28 3:19:4.3899999999994179,64.5161
2013-08-28 3:19:5.319999999999709,62.5
2013-08-28 3:19:6.2800000000006548,58.8235
2013-08-28 3:19:7.2999999999992724,60
2013-08-28 3:19:8.2999999999992724,58.8235
2013-08-28 3:19:9.319999999999709,58.2524
2013-08-28 3:19:10.350000000000364,57.6923
2013-08-28 3:19:11.389999999999418,59.4059
2013-08-28 3:19:12.399999999999636,60
2013-08-28 3:19:13.399999999999636,60
2013-08-28 3:19:14.399999999999636,58.8235
2013-08-28 3:19:15.420000000000073,57.6923
2013-08-28 3:19:16.459999999999127,57.1429
2013-08-28 3:19:17.510000000000218,57.6923
2013-08-28 3:19:18.549999999999272,55.0459
2013-08-28 3:19:19.639999999999418,57.1429
2013-08-28 3:19:20.690000000000509,54.0541
2013-08-28 3:19:21.799999999999272,56.0748
2013-08-28 3:19:22.8700000000008,55.5556
2013-08-28 3:19:23.950000000000728,55.5556
2013-08-28 3:19:25.030000000000655,54.5455
2013-08-28 3:19:26.1299999999992,54.5455
2013-08-28 3:19:27.229999999999563,54.0541
2013-08-28 3:19:28.340000000000146,55.5556
2013-08-28 3:19:29.420000000000073,53.5714
2013-08-28 3:19:30.540000000000873,53.0973
2013-08-28 3:19:31.670000000000073,54.0541
2013-08-28 3:19:32.780000000000655,54.5455
2013-08-28 3:19:33.8799999999992,57.1429
2013-08-28 3:19:34.930000000000291,64.5161
2013-08-28 3:19:35.860000000000582,60.6061
2013-08-28 3:19:36.850000000000364,65.9341
2013-08-28 3:19:37.760000000000218,64.5161
2013-08-28 3:19:38.690000000000509,64.5161
2013-08-28 3:19:39.6200000000008,68.1818
2013-08-28 3:19:40.5,65.9341
2013-08-28 3:19:41.409999999999854,68.9655
2013-08-28 3:19:42.280000000000655,69.7674
2013-08-28 3:19:43.139999999999418,70.5882
2013-08-28 3:19:43.989999999999782,67.4157
2013-08-28 3:19:44.8799999999992,65.2174
2013-08-28 3:19:45.799999999999272,64.5161
2013-08-28 3:19:46.729999999999563,60.6061
2013-08-28 3:19:47.719999999999345,60
2013-08-28 3:19:48.719999999999345,59.4059
2013-08-28 3:19:49.729999999999563,57.6923
2013-08-28 3:19:50.770000000000437,58.8235
2013-08-28 3:19:51.790000000000873,58.2524
2013-08-28 3:19:52.819999999999709,60.6061
2013-08-28 3:19:53.809999999999491,59.4059
2013-08-28 3:19:54.819999999999709,59.4059
2013-08-28 3:19:55.829999999999927,58.8235
2013-08-28 3:19:56.850000000000364,60
2013-08-28 3:19:57.850000000000364,57.6923
2013-08-28 3:19:58.889999999999418,57.6923
2013-08-28 3:19:59.930000000000291,57.1429
2013-08-28 3:20:0.97999999999956344,54.0541
2013-08-28 3:20:2.0900000000001455,53.5714
2013-08-28 3:20:3.2099999999991269,58.8235
2013-08-28 3:20:4.2299999999995634,58.2524
2013-08-28 3:20:5.2600000000002183,55.5556
2013-08-28 3:20:6.3400000000001455,56.6038
2013-08-28 3:20:7.3999999999996362,55.5556
2013-08-28 3:20:8.4799999999995634,55.0459
2013-08-28 3:20:9.569999999999709,56.6038
2013-08-28 3:20:10.6299999999992,57.1429
2013-08-28 3:20:11.680000000000291,56.0748
2013-08-28 3:20:12.75,55.0459
2013-08-28 3:20:13.840000000000146,56.0748
2013-08-28 3:20:14.909999999999854,56.6038
2013-08-28 3:20:15.969999999999345,56.0748
2013-08-28 3:20:17.040000000000873,56.6038
2013-08-28 3:20:18.100000000000364,57.6923
2013-08-28 3:20:19.139999999999418,62.5
2013-08-28 3:20:20.100000000000364,61.8557
2013-08-28 3:20:21.069999999999709,65.2174
2013-08-28 3:20:21.989999999999782,62.5
2013-08-28 3:20:22.950000000000728,65.9341
2013-08-28 3:20:23.860000000000582,67.4157
2013-08-28 3:20:24.75,67.4157
2013-08-28 3:20:25.639999999999418,68.1818
2013-08-28 3:20:26.520000000000437,68.1818
2013-08-28 3:20:27.399999999999636,65.9341
2013-08-28 3:20:28.309999999999491,64.5161
2013-08-28 3:20:29.239999999999782,63.8298
2013-08-28 3:20:30.180000000000291,61.8557
2013-08-28 3:20:31.149999999999636,59.4059
2013-08-28 3:20:32.159999999999854,59.4059
2013-08-28 3:20:33.170000000000073,58.2524
2013-08-28 3:20:34.200000000000728,58.2524
2013-08-28 3:20:35.229999999999563,60
2013-08-28 3:20:36.229999999999563,60.6061
2013-08-28 3:20:37.219999999999345,61.2245
2013-08-28 3:20:38.200000000000728,60
2013-08-28 3:20:39.200000000000728,59.4059
2013-08-28 3:20:40.209999999999127,57.6923
2013-08-28 3:20:41.25,56.6038
2013-08-28 3:20:42.309999999999491,56.6038
2013-08-28 3:20:43.3700000000008,55.0459
2013-08-28 3:20:44.459999999999127,54.0541
2013-08-28 3:20:45.569999999999709,54.5455
2013-08-28 3:20:46.670000000000073,55.5556
2013-08-28 3:20:47.75,54.0541
2013-08-28 3:20:48.860000000000582,54.5455
2013-08-28 3:20:49.959999999999127,56.6038
2013-08-28 3:20:51.020000000000437,56.0748
2013-08-28 3:20:52.090000000000146,52.1739
2013-08-28 3:20:53.239999999999782,52.1739
2013-08-28 3:20:54.389999999999418,54.0541
2013-08-28 3:20:55.5,54.5455
2013-08-28 3:20:56.600000000000364,56.0748
2013-08-28 3:20:57.670000000000073,57.1429
2013-08-28 3:20:58.719999999999345,55.5556
2013-08-28 3:20:59.799999999999272,59.4059
2013-08-28 3:21:0.80999999999949068,63.8298
2013-08-28 3:21:1.75,62.5
2013-08-28 3:21:2.7099999999991269,63.8298
2013-08-28 3:21:3.6499999999996362,64.5161
2013-08-28 3:21:4.5799999999999272,65.9341
2013-08-28 3:21:5.4899999999997817,65.9341
2013-08-28 3:21:6.3999999999996362,69.7674
2013-08-28 3:21:7.2600000000002183,68.1818
2013-08-28 3:21:8.1399999999994179,69.7674
2013-08-28 3:21:9.0,68.9655
2013-08-28 3:21:9.8700000000008004,68.1818
2013-08-28 3:21:10.75,64.5161
2013-08-28 3:21:11.680000000000291,62.5
2013-08-28 3:21:12.639999999999418,61.8557
2013-08-28 3:21:13.610000000000582,58.8235
2013-08-28 3:21:14.6299999999992,57.1429
2013-08-28 3:21:15.680000000000291,58.2524
2013-08-28 3:21:16.709999999999127,59.4059
2013-08-28 3:21:17.719999999999345,58.2524
2013-08-28 3:21:18.75,57.1429
2013-08-28 3:21:19.799999999999272,59.4059
2013-08-28 3:21:20.809999999999491,59.4059
2013-08-28 3:21:21.819999999999709,58.8235
2013-08-28 3:21:22.840000000000146,60.6061
2013-08-28 3:21:23.829999999999927,61.2245
2013-08-28 3:21:24.809999999999491,60.6061
2013-08-28 3:21:25.799999999999272,59.4059
2013-08-28 3:21:26.809999999999491,57.6923
2013-08-28 3:21:27.850000000000364,56.6038
2013-08-28 3:21:28.909999999999854,58.2524
2013-08-28 3:21:29.940000000000509,57.6923
2013-08-28 3:21:30.979999999999563,53.0973
2013-08-28 3:21:32.110000000000582,58.8235
2013-08-28 3:21:33.1299999999992,60
2013-08-28 3:21:34.1299999999992,54.0541
2013-08-28 3:21:35.239999999999782,55.5556
2013-08-28 3:21:36.319999999999709,56.6038
2013-08-28 3:21:37.3799999999992,50.4202
2013-08-28 3:21:38.569999999999709,55.0459
2013-08-28 3:21:39.659999999999854,54.5455
2013-08-28 3:21:40.760000000000218,52.1739
2013-08-28 3:21:41.909999999999854,55.0459
2013-08-28 3:21:43.0,53.5714
2013-08-28 3:21:44.1200000000008,56.0748
2013-08-28 3:21:45.190000000000509,64.5161
2013-08-28 3:21:46.1200000000008,61.8557
2013-08-28 3:21:47.090000000000146,66.6667
2013-08-28 3:21:47.989999999999782,67.4157
2013-08-28 3:21:48.8799999999992,65.2174
2013-08-28 3:21:49.799999999999272,68.9655
2013-08-28 3:21:50.670000000000073,69.7674
2013-08-28 3:21:51.530000000000655,69.7674
2013-08-28 3:21:52.389999999999418,70.5882
2013-08-28 3:21:53.239999999999782,70.5882
2013-08-28 3:21:54.090000000000146,68.1818
2013-08-28 3:21:54.969999999999345,65.9341
2013-08-28 3:21:55.8799999999992,60.6061
2013-08-28 3:21:56.8700000000008,60.6061
2013-08-28 3:21:57.860000000000582,58.2524
2013-08-28 3:21:58.889999999999418,58.8235
2013-08-28 3:21:59.909999999999854,57.1429
2013-08-28 3:22:0.95999999999912689,58.2524
2013-08-28 3:22:1.9899999999997817,58.2524
2013-08-28 3:22:3.0200000000004366,57.6923
2013-08-28 3:22:4.0599999999994907,58.8235
2013-08-28 3:22:5.0799999999999272,57.6923
2013-08-28 3:22:6.1200000000008004,57.1429
2013-08-28 3:22:7.1700000000000728,57.1429
2013-08-28 3:22:8.2199999999993452,55.0459
2013-08-28 3:22:9.3099999999994907,57.1429
2013-08-28 3:22:10.360000000000582,58.8235
2013-08-28 3:22:11.3799999999992,57.1429
2013-08-28 3:22:12.430000000000291,55.0459
2013-08-28 3:22:13.520000000000437,56.6038
2013-08-28 3:22:14.579999999999927,58.8235
2013-08-28 3:22:15.600000000000364,54.0541
2013-08-28 3:22:16.709999999999127,53.5714
2013-08-28 3:22:17.829999999999927,56.0748
2013-08-28 3:22:18.899999999999636,55.5556
2013-08-28 3:22:19.979999999999563,56.0748
2013-08-28 3:22:21.049999999999272,53.0973
2013-08-28 3:22:22.180000000000291,53.0973
2013-08-28 3:22:23.309999999999491,53.5714
2013-08-28 3:22:24.430000000000291,56.6038
2013-08-28 3:22:25.489999999999782,57.1429
2013-08-28 3:22:26.540000000000873,54.0541
2013-08-28 3:22:27.649999999999636,61.2245
2013-08-28 3:22:28.6299999999992,61.8557
2013-08-28 3:22:29.600000000000364,63.8298
2013-08-28 3:22:30.540000000000873,63.1579
2013-08-28 3:22:31.489999999999782,64.5161
2013-08-28 3:22:32.420000000000073,65.9341
2013-08-28 3:22:33.329999999999927,68.1818
2013-08-28 3:22:34.209999999999127,70.5882
2013-08-28 3:22:35.059999999999491,69.7674
2013-08-28 3:22:35.920000000000073,68.1818
2013-08-28 3:22:36.799999999999272,68.1818
2013-08-28 3:22:37.680000000000291,65.9341
2013-08-28 3:22:38.590000000000146,61.2245
2013-08-28 3:22:39.569999999999709,57.6923
2013-08-28 3:22:40.610000000000582,60.6061
2013-08-28 3:22:41.600000000000364,58.8235
2013-08-28 3:22:42.6200000000008,58.2524
2013-08-28 3:22:43.649999999999636,60.6061
2013-08-28 3:22:44.639999999999418,59.4059
2013-08-28 3:22:45.649999999999636,58.2524
2013-08-28 3:22:46.680000000000291,59.4059
2013-08-28 3:22:47.690000000000509,57.6923
2013-08-28 3:22:48.729999999999563,59.4059
2013-08-28 3:22:49.739999999999782,59.4059
2013-08-28 3:22:50.75,59.4059
2013-08-28 3:22:51.760000000000218,57.6923
2013-08-28 3:22:52.799999999999272,57.1429
2013-08-28 3:22:53.850000000000364,58.8235
2013-08-28 3:22:54.8700000000008,58.8235
2013-08-28 3:22:55.889999999999418,57.1429
2013-08-28 3:22:56.940000000000509,56.0748
2013-08-28 3:22:58.010000000000218,55.5556
2013-08-28 3:22:59.090000000000146,56.6038
2013-08-28 3:23:0.1499999999996362,56.0748
2013-08-28 3:23:1.2199999999993452,53.5714
2013-08-28 3:23:2.3400000000001455,51.2821
2013-08-28 3:23:3.5100000000002183,54.0541
2013-08-28 3:23:4.6200000000008004,51.7241
2013-08-28 3:23:5.7800000000006548,53.5714
2013-08-28 3:23:6.8999999999996362,55.5556
2013-08-28 3:23:7.9799999999995634,53.0973
2013-08-28 3:23:9.1100000000005821,55.0459
2013-08-28 3:23:10.200000000000728,56.0748
2013-08-28 3:23:11.270000000000437,58.2524
2013-08-28 3:23:12.299999999999272,64.5161
2013-08-28 3:23:13.229999999999563,63.1579
2013-08-28 3:23:14.180000000000291,66.6667
2013-08-28 3:23:15.079999999999927,64.5161
2013-08-28 3:23:16.010000000000218,67.4157
2013-08-28 3:23:16.899999999999636,65.9341
2013-08-28 3:23:17.809999999999491,68.9655
2013-08-28 3:23:18.680000000000291,69.7674
2013-08-28 3:23:19.540000000000873,67.4157
2013-08-28 3:23:20.430000000000291,66.6667
2013-08-28 3:23:21.329999999999927,63.8298
2013-08-28 3:23:22.270000000000437,63.8298
2013-08-28 3:23:23.209999999999127,61.2245
2013-08-28 3:23:24.190000000000509,60
2013-08-28 3:23:25.190000000000509,60
2013-08-28 3:23:26.190000000000509,61.2245
2013-08-28 3:23:27.170000000000073,59.4059
2013-08-28 3:23:28.180000000000291,59.4059
2013-08-28 3:23:29.190000000000509,60.6061
2013-08-28 3:23:30.180000000000291,59.4059
2013-08-28 3:23:31.190000000000509,61.2245
2013-08-28 3:23:32.170000000000073,58.2524
2013-08-28 3:23:33.200000000000728,58.2524
2013-08-28 3:23:34.229999999999563,57.6923
2013-08-28 3:23:35.270000000000437,58.2524
2013-08-28 3:23:36.299999999999272,57.6923
2013-08-28 3:23:37.340000000000146,57.1429
2013-08-28 3:23:38.389999999999418,53.5714
2013-08-28 3:23:39.510000000000218,54.5455
2013-08-28 3:23:40.610000000000582,53.5714
2013-08-28 3:23:41.729999999999563,51.2821
2013-08-28 3:23:42.899999999999636,53.0973
2013-08-28 3:23:44.030000000000655,56.6038
2013-08-28 3:23:45.090000000000146,54.0541
2013-08-28 3:23:46.200000000000728,52.1739
2013-08-28 3:23:47.350000000000364,55.0459
2013-08-28 3:23:48.440000000000509,55.5556
2013-08-28 3:23:49.520000000000437,55.0459
2013-08-28 3:23:50.610000000000582,55.0459
2013-08-28 3:23:51.700000000000728,60.6061
2013-08-28 3:23:52.690000000000509,61.2245
2013-08-28 3:23:53.670000000000073,64.5161
2013-08-28 3:23:54.600000000000364,63.1579
2013-08-28 3:23:55.549999999999272,67.4157
2013-08-28 3:23:56.440000000000509,63.8298
2013-08-28 3:23:57.3799999999992,67.4157
2013-08-28 3:23:58.270000000000437,68.9655
2013-08-28 3:23:59.139999999999418,68.9655
2013-08-28 3:24:0.010000000000218279,65.9341
2013-08-28 3:24:0.92000000000007276,64.5161
2013-08-28 3:24:1.8500000000003638,64.5161
2013-08-28 3:24:2.7800000000006548,60.6061
2013-08-28 3:24:3.7700000000004366,57.1429
2013-08-28 3:24:4.819999999999709,56.0748
2013-08-28 3:24:5.8899999999994179,58.2524
2013-08-28 3:24:6.9200000000000728,57.1429
2013-08-28 3:24:7.9699999999993452,57.1429
2013-08-28 3:24:9.0200000000004366,57.6923
2013-08-28 3:24:10.059999999999491,57.1429
2013-08-28 3:24:11.110000000000582,56.0748
2013-08-28 3:24:12.180000000000291,60
2013-08-28 3:24:13.180000000000291,60
2013-08-28 3:24:14.180000000000291,60.6061
2013-08-28 3:24:15.170000000000073,58.2524
2013-08-28 3:24:16.200000000000728,56.0748
2013-08-28 3:24:17.270000000000437,56.0748
2013-08-28 3:24:18.340000000000146,55.5556
2013-08-28 3:24:19.420000000000073,53.5714
2013-08-28 3:24:20.540000000000873,51.7241
2013-08-28 3:24:21.700000000000728,56.6038
2013-08-28 3:24:22.760000000000218,51.7241
2013-08-28 3:24:23.920000000000073,57.6923
2013-08-28 3:24:24.959999999999127,55.5556
2013-08-28 3:24:26.040000000000873,52.1739
2013-08-28 3:24:27.190000000000509,54.0541
2013-08-28 3:24:28.299999999999272,48.7805
2013-08-28 3:24:29.530000000000655,52.1739
2013-08-28 3:24:30.680000000000291,54.5455
2013-08-28 3:24:31.780000000000655,56.0748
2013-08-28 3:24:32.850000000000364,58.8235
2013-08-28 3:24:33.8700000000008,65.2174
2013-08-28 3:24:34.790000000000873,61.2245
2013-08-28 3:24:35.770000000000437,65.2174
2013-08-28 3:24:36.690000000000509,65.2174
2013-08-28 3:24:37.610000000000582,65.9341
2013-08-28 3:24:38.520000000000437,68.9655
2013-08-28 3:24:39.389999999999418,69.7674
2013-08-28 3:24:40.25,70.5882
2013-08-28 3:24:41.100000000000364,72.2892
2013-08-28 3:24:41.930000000000291,74.0741
2013-08-28 3:24:42.739999999999782,73.1707
2013-08-28 3:24:43.559999999999491,74.0741
2013-08-28 3:24:44.3700000000008,72.2892
2013-08-28 3:24:45.200000000000728,74.0741
2013-08-28 3:24:46.010000000000218,75
2013-08-28 3:24:52.260000000000218,80
2013-08-28 3:24:53.010000000000218,81.0811
2013-08-28 3:24:53.75,80
2013-08-28 3:24:54.5,82.1918
2013-08-28 3:24:55.229999999999563,83.3333
2013-08-28 3:24:55.950000000000728,83.3333
2013-08-28 3:24:56.670000000000073,83.3333
2013-08-28 3:24:57.389999999999418,81.0811
2013-08-28 3:24:58.1299999999992,80
2013-08-28 3:24:58.8799999999992,75.9494
2013-08-28 3:24:59.670000000000073,74.0741
2013-08-28 3:25:10.069999999999709,58.2524
2013-08-28 3:25:11.100000000000364,58.2524
2013-08-28 3:25:12.1299999999992,57.1429
2013-08-28 3:25:13.180000000000291,56.0748
2013-08-28 3:25:14.25,58.8235
2013-08-28 3:25:15.270000000000437,62.5
2013-08-28 3:25:16.229999999999563,59.4059
2013-08-28 3:25:17.239999999999782,61.8557
2013-08-28 3:25:18.209999999999127,61.8557
2013-08-28 3:25:19.180000000000291,63.8298
2013-08-28 3:25:20.1200000000008,67.4157
2013-08-28 3:25:21.010000000000218,65.9341
2013-08-28 3:25:21.920000000000073,68.1818
2013-08-28 3:25:22.799999999999272,68.9655
2013-08-28 3:25:23.670000000000073,67.4157
2013-08-28 3:25:24.559999999999491,65.9341
2013-08-28 3:25:25.469999999999345,65.2174
2013-08-28 3:25:26.389999999999418,65.2174
2013-08-28 3:25:27.309999999999491,62.5
2013-08-28 3:25:28.270000000000437,61.2245
2013-08-28 3:25:29.25,61.8557
2013-08-28 3:25:30.219999999999345,61.8557
2013-08-28 3:25:31.190000000000509,61.2245
2013-08-28 3:25:32.170000000000073,62.5
2013-08-28 3:25:33.1299999999992,61.2245
2013-08-28 3:25:34.110000000000582,63.1579
2013-08-28 3:25:35.059999999999491,61.8557
2013-08-28 3:25:36.030000000000655,60.6061
2013-08-28 3:25:37.020000000000437,60
2013-08-28 3:25:38.020000000000437,60
2013-08-28 3:25:39.020000000000437,59.4059
2013-08-28 3:25:40.030000000000655,57.6923
2013-08-28 3:25:41.069999999999709,58.2524
2013-08-28 3:25:42.100000000000364,59.4059
2013-08-28 3:25:43.110000000000582,63.1579
2013-08-28 3:25:44.059999999999491,58.8235
2013-08-28 3:25:45.079999999999927,61.2245
2013-08-28 3:25:46.059999999999491,61.8557
2013-08-28 3:25:47.030000000000655,64.5161
2013-08-28 3:25:47.959999999999127,66.6667
2013-08-28 3:25:48.860000000000582,66.6667
2013-08-28 3:25:49.760000000000218,68.9655
2013-08-28 3:25:50.6299999999992,69.7674
2013-08-28 3:25:51.489999999999782,69.7674
2013-08-28 3:25:52.350000000000364,68.9655
2013-08-28 3:25:53.219999999999345,69.7674
2013-08-28 3:25:54.079999999999927,68.9655
2013-08-28 3:25:54.950000000000728,66.6667
2013-08-28 3:25:55.850000000000364,68.1818
2013-08-28 3:25:56.729999999999563,65.9341
2013-08-28 3:25:57.639999999999418,65.2174
2013-08-28 3:25:58.559999999999491,63.1579
2013-08-28 3:25:59.510000000000218,63.8298
2013-08-28 3:26:0.4500000000007276,62.5
2013-08-28 3:26:1.4099999999998545,61.2245
2013-08-28 3:26:2.3899999999994179,61.8557
2013-08-28 3:26:3.3600000000005821,61.2245
2013-08-28 3:26:4.3400000000001455,60
2013-08-28 3:26:5.3400000000001455,60
2013-08-28 3:26:6.3400000000001455,60
2013-08-28 3:26:7.3400000000001455,58.2524
2013-08-28 3:26:8.3700000000008004,57.1429
2013-08-28 3:26:9.4200000000000728,54.0541
2013-08-28 3:26:10.530000000000655,58.2524
2013-08-28 3:26:11.559999999999491,58.8235
2013-08-28 3:26:12.579999999999927,57.6923
2013-08-28 3:26:13.6200000000008,58.2524
2013-08-28 3:26:14.649999999999636,61.2245
2013-08-28 3:26:15.6299999999992,60.6061
2013-08-28 3:26:16.6200000000008,61.2245
2013-08-28 3:26:17.600000000000364,64.5161
2013-08-28 3:26:18.530000000000655,63.8298
2013-08-28 3:26:19.469999999999345,67.4157
2013-08-28 3:26:20.360000000000582,68.1818
2013-08-28 3:26:21.239999999999782,71.4286
2013-08-28 3:26:22.079999999999927,72.2892
2013-08-28 3:26:22.909999999999854,72.2892
2013-08-28 3:26:23.739999999999782,72.2892
2013-08-28 3:26:24.569999999999709,71.4286
2013-08-28 3:26:25.409999999999854,68.9655
2013-08-28 3:26:26.280000000000655,64.5161
2013-08-28 3:26:27.209999999999127,62.5
2013-08-28 3:26:28.170000000000073,61.8557
2013-08-28 3:26:29.139999999999418,58.8235
2013-08-28 3:26:30.159999999999854,58.2524
2013-08-28 3:26:31.190000000000509,58.2524
2013-08-28 3:26:32.219999999999345,60.6061
2013-08-28 3:26:33.209999999999127,59.4059
2013-08-28 3:26:34.219999999999345,60.6061
2013-08-28 3:26:35.209999999999127,63.1579
2013-08-28 3:26:36.159999999999854,61.2245
2013-08-28 3:26:37.139999999999418,60.6061
2013-08-28 3:26:38.1299999999992,59.4059
2013-08-28 3:26:39.139999999999418,60
2013-08-28 3:26:40.139999999999418,56.6038
2013-08-28 3:26:41.200000000000728,56.0748
2013-08-28 3:26:42.270000000000437,55.5556
2013-08-28 3:26:43.350000000000364,54.5455
2013-08-28 3:26:44.450000000000728,55.5556
2013-08-28 3:26:45.530000000000655,58.8235
2013-08-28 3:26:46.549999999999272,62.5
2013-08-28 3:26:47.510000000000218,60.6061
2013-08-28 3:26:48.5,63.8298
2013-08-28 3:26:49.440000000000509,63.1579
2013-08-28 3:26:50.389999999999418,63.1579
2013-08-28 3:26:51.340000000000146,68.1818
2013-08-28 3:26:52.219999999999345,68.1818
2013-08-28 3:26:53.100000000000364,70.5882
2013-08-28 3:26:53.950000000000728,72.2892
2013-08-28 3:26:54.780000000000655,72.2892
2013-08-28 3:26:55.610000000000582,70.5882
2013-08-28 3:26:56.459999999999127,69.7674
2013-08-28 3:26:57.319999999999709,69.7674
2013-08-28 3:26:58.180000000000291,67.4157
2013-08-28 3:26:59.069999999999709,64.5161
2013-08-28 3:27:0.0,63.8298
2013-08-28 3:27:0.94000000000050932,63.8298
2013-08-28 3:27:1.8799999999991996,61.8557
2013-08-28 3:27:2.8500000000003638,62.5
2013-08-28 3:27:3.8099999999994907,62.5
2013-08-28 3:27:4.7700000000004366,61.8557
2013-08-28 3:27:5.7399999999997817,62.5
2013-08-28 3:27:6.7000000000007276,61.8557
2013-08-28 3:27:7.6700000000000728,61.8557
2013-08-28 3:27:8.6399999999994179,60.6061
2013-08-28 3:27:9.6299999999991996,61.2245
2013-08-28 3:27:10.610000000000582,60.6061
2013-08-28 3:27:11.600000000000364,61.2245
2013-08-28 3:27:12.579999999999927,60
2013-08-28 3:27:13.579999999999927,60
2013-08-28 3:27:14.579999999999927,58.8235
2013-08-28 3:27:15.600000000000364,59.4059
2013-08-28 3:27:16.610000000000582,57.1429
2013-08-28 3:27:17.659999999999854,57.1429
2013-08-28 3:27:18.709999999999127,57.1429
2013-08-28 3:27:19.760000000000218,56.0748
2013-08-28 3:27:20.829999999999927,52.6316
2013-08-28 3:27:21.969999999999345,53.0973
2013-08-28 3:27:23.100000000000364,60
2013-08-28 3:27:24.100000000000364,58.2524
2013-08-28 3:27:25.1299999999992,60
2013-08-28 3:27:26.1299999999992,65.9341
2013-08-28 3:27:27.040000000000873,63.8298
2013-08-28 3:27:27.979999999999563,66.6667
2013-08-28 3:27:28.8799999999992,68.1818
2013-08-28 3:27:29.760000000000218,68.9655
2013-08-28 3:27:30.6299999999992,71.4286
2013-08-28 3:27:31.469999999999345,71.4286
2013-08-28 3:27:32.309999999999491,69.7674
2013-08-28 3:27:33.170000000000073,69.7674
2013-08-28 3:27:34.030000000000655,68.9655
2013-08-28 3:27:34.899999999999636,66.6667
2013-08-28 3:27:35.799999999999272,65.9341
2013-08-28 3:27:36.709999999999127,61.2245
2013-08-28 3:27:37.690000000000509,60
2013-08-28 3:27:38.690000000000509,63.8298
2013-08-28 3:27:39.6299999999992,62.5
2013-08-28 3:27:40.590000000000146,61.8557
2013-08-28 3:27:41.559999999999491,63.1579
2013-08-28 3:27:42.510000000000218,62.5
2013-08-28 3:27:43.469999999999345,62.5
2013-08-28 3:27:44.430000000000291,60.6061
2013-08-28 3:27:45.420000000000073,61.2245
2013-08-28 3:27:46.399999999999636,59.4059
2013-08-28 3:27:47.409999999999854,58.2524
2013-08-28 3:27:48.440000000000509,60.6061
2013-08-28 3:27:49.430000000000291,60.6061
2013-08-28 3:27:50.420000000000073,59.4059
2013-08-28 3:27:51.430000000000291,56.6038
2013-08-28 3:27:52.489999999999782,54.5455
2013-08-28 3:27:53.590000000000146,57.1429
2013-08-28 3:27:54.639999999999418,57.1429
2013-08-28 3:27:55.690000000000509,56.0748
2013-08-28 3:27:56.760000000000218,54.0541
2013-08-28 3:27:57.8700000000008,53.5714
